id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
hanze-2867,2020-04-21T12:00:00Z,day,40.24,-3.65,country,Spain (ES514),flash flood — Extreme rainfall up to 79 mm in 24 h,1,hanze,HANZE v3.0.1b id 2867; end 2020-04-21; persons affected n/a
hanze-3054,2021-01-08T12:00:00Z,day,40.24,-3.65,country,Spain (ES612;ES617),flash flood — Extreme rainfall up to 208 mm in 24 h,2,hanze,HANZE v3.0.1b id 3054; end 2021-01-09; persons affected 200
hanze-3055,2021-08-29T12:00:00Z,day,40.24,-3.65,country,Spain (ES522;ES523),river flood — Heavy rainfall up to 155 mm in 24 h (two waves),0,hanze,HANZE v3.0.1b id 3055; end 2021-09-01; persons affected n/a
hanze-3056,2021-08-31T12:00:00Z,day,40.24,-3.65,country,Spain (ES425;ES514),flash flood — Extreme rainfall up to 234 mm in 24 h and 78 mm in 30 minutes,0,hanze,HANZE v3.0.1b id 3056; end 2021-09-01; persons affected 880
hanze-3057,2021-09-20T12:00:00Z,day,40.24,-3.65,country,Spain (ES431;ES532;ES613;ES614;ES615;ES620),river flood — Heavy rainfall up to 112 mm in 1 h (multiple waves),0,hanze,HANZE v3.0.1b id 3057; end 2021-09-23; persons affected n/a
hanze-3058,2021-11-23T12:00:00Z,day,40.24,-3.65,country,Spain (ES120;ES130;ES213;ES514),river flood — Heavy rainfall up to 160 mm in 24 h,0,hanze,HANZE v3.0.1b id 3058; end 2021-11-29; persons affected n/a
hanze-3059,2021-12-09T12:00:00Z,day,40.24,-3.65,country,Spain (ES211;ES220;ES243;ES412),river flood — Heavy rainfall up to 134 mm in 24 h and snowmelt,1,hanze,HANZE v3.0.1b id 3059; end 2021-12-12; persons affected n/a
hanze-3060,2022-03-16T12:00:00Z,day,40.24,-3.65,country,Spain (ES523),river flood — Heavy rainfall up to more than 200 mm,0,hanze,HANZE v3.0.1b id 3060; end 2022-03-21; persons affected 30
hanze-3061,2022-09-16T12:00:00Z,day,40.24,-3.65,country,Spain (ES511;ES514;ES521;ES522),river flood — Heavy rainfall up to 90 mm in 1 h (multiple waves),1,hanze,HANZE v3.0.1b id 3061; end 2022-09-25; persons affected n/a
hanze-3062,2022-09-25T12:00:00Z,day,40.24,-3.65,country,Spain (ES620),flash flood — Extreme rainfall up to 29 mm in 10 minutes,1,hanze,HANZE v3.0.1b id 3062; end 2022-09-26; persons affected n/a
hanze-3063,2022-10-06T12:00:00Z,day,40.24,-3.65,country,Spain (ES521;ES532;ES618;ES620),river flood — Heavy rainfall up to 41 mm in 30 min (multiple waves),0,hanze,HANZE v3.0.1b id 3063; end 2022-10-11; persons affected n/a
hanze-3064,2022-11-11T12:00:00Z,day,40.24,-3.65,country,Spain (ES522;ES523),flash flood — Extreme rainfall up to 66 mm in 30 min,0,hanze,HANZE v3.0.1b id 3064; end 2022-11-12; persons affected n/a
hanze-3065,2022-12-13T12:00:00Z,day,40.24,-3.65,country,Spain (ES300;ES425;ES431;ES432),flash flood — Extreme rainfall up to 120 mm in 24 h,0,hanze,HANZE v3.0.1b id 3065; end 2022-12-13; persons affected n/a
hanze-3066,2022-12-19T12:00:00Z,day,40.24,-3.65,country,Spain (ES114),flash flood — Extreme rainfall up to 90 mm in 12 h,0,hanze,HANZE v3.0.1b id 3066; end 2022-12-20; persons affected n/a
hanze-3067,2023-01-16T12:00:00Z,day,40.24,-3.65,country,Spain (ES111;ES112),flash flood — Extreme rainfall up to 113 mm in 24 h,0,hanze,HANZE v3.0.1b id 3067; end 2023-01-16; persons affected n/a
hanze-3068,2023-02-27T12:00:00Z,day,40.24,-3.65,country,Spain (ES532),flash flood — Extreme rainfall up to 201 mm in 17 h,0,hanze,HANZE v3.0.1b id 3068; end 2023-02-28; persons affected n/a
hanze-3069,2023-05-18T12:00:00Z,day,40.24,-3.65,country,Spain (ES521;ES611;ES620),river flood — Heavy rainfall up to 267 mm in 9 h (multiple waves),0,hanze,HANZE v3.0.1b id 3069; end 2023-06-06; persons affected n/a
hanze-3070,2023-07-06T12:00:00Z,day,40.24,-3.65,country,Spain (ES230;ES242;ES243),flash flood — Extreme rainfall up to 28 mm in 10 minutes,0,hanze,HANZE v3.0.1b id 3070; end 2023-07-06; persons affected n/a
hanze-3071,2023-09-02T12:00:00Z,day,40.24,-3.65,country,Spain (ES300;ES425),river flood — Heavy ainfall up to 243 mm in 24 h,6,hanze,HANZE v3.0.1b id 3071; end 2023-09-04; persons affected 6000
hanze-3072,2024-06-12T12:00:00Z,day,40.24,-3.65,country,Spain (ES620),flash flood — Extreme rainfall up to 66 mm in half an hour,0,hanze,HANZE v3.0.1b id 3072; end 2024-06-12; persons affected n/a
hanze-3073,2024-08-14T12:00:00Z,day,40.24,-3.65,country,Spain (ES533),flash flood — Extreme rainfall up to 200 mm in 4 h,0,hanze,HANZE v3.0.1b id 3073; end 2024-08-15; persons affected 16
hanze-3074,2024-10-27T12:00:00Z,day,40.24,-3.65,country,Spain (ES421;ES423;ES523;ES617),river flood — Heavy rainfall up to 772 mm in 24 h,236,hanze,HANZE v3.0.1b id 3074; end 2024-11-04; persons affected 36803
hanze-3075,2024-11-13T12:00:00Z,day,40.24,-3.65,country,Spain (ES617),river flood — Heavy rainfall up to 104 mm in 2 h,0,hanze,HANZE v3.0.1b id 3075; end 2024-11-14; persons affected 4200
hanze-3076,2025-03-02T12:00:00Z,day,40.24,-3.65,country,Spain (ES620),river flood — Heavy rainfall up to 120 mm in 12 h,1,hanze,HANZE v3.0.1b id 3076; end 2025-03-06; persons affected n/a
hanze-3077,2025-03-17T12:00:00Z,day,40.24,-3.65,country,Spain (ES613;ES617;ES618),river flood — Heavy rainfall up to 85 mm in 12 h,4,hanze,HANZE v3.0.1b id 3077; end 2025-03-20; persons affected 1600
hanze-3203,2025-09-21T12:00:00Z,day,40.24,-3.65,country,Spain (ES511),flash flood — Extreme rainfall up to 92 mm in 4 h,2,hanze,HANZE v3.0.1b id 3203; end 2025-09-21; persons affected n/a
hanze-3204,2025-09-30T12:00:00Z,day,40.24,-3.65,country,Spain (ES531),flash flood — Extreme rainfall up to 133 mm in 2 h,0,hanze,HANZE v3.0.1b id 3204; end 2025-09-30; persons affected n/a
hanze-3205,2025-10-11T12:00:00Z,day,40.24,-3.65,country,Spain (ES514;ES523;ES531),river flood — Heavy rrainfall up to 340 mm in 6 hours,0,hanze,HANZE v3.0.1b id 3205; end 2025-10-14; persons affected 1000
hanze-3206,2025-12-27T12:00:00Z,day,40.24,-3.65,country,Spain (ES617),flash flood — Extreme rainfall up to 100 mm in 3 h,3,hanze,HANZE v3.0.1b id 3206; end 2025-12-28; persons affected n/a
hanze-2359,1872-11-13T12:00:00Z,day,62.78,16.75,country,Sweden (SE224),coastal flood — Storm surge,5,hanze,HANZE v3.0.1b id 2359; end 1872-11-13; persons affected 790
hanze-2386,1916-05-11T12:00:00Z,day,62.78,16.75,country,Sweden (SE232;SE311;SE312;SE313),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2386; end 1916-05-22; persons affected n/a
hanze-2387,1919-04-28T12:00:00Z,day,62.78,16.75,country,Sweden (SE321),river flood — Heavy rainfall up to 153 mm in 5 days and snowmelt,2,hanze,HANZE v3.0.1b id 2387; end 1919-05-03; persons affected n/a
hanze-2388,1951-04-01T12:00:00Z,day,62.78,16.75,country,Sweden (SE124),river flood — Heavy rainfall and snowmelt,2,hanze,HANZE v3.0.1b id 2388; end 1951-04-08; persons affected n/a
hanze-2612,1973-07-20T12:00:00Z,day,62.78,16.75,country,Sweden (SE311),flash flood — Extreme rainfall up to 80 mm in 24 h,1,hanze,HANZE v3.0.1b id 2612; end 1973-07-20; persons affected n/a
hanze-1430,1977-04-18T12:00:00Z,day,62.78,16.75,country,Sweden (SE124),river flood — Snowmelt and 3 waves of rainfall,0,hanze,HANZE v3.0.1b id 1430; end 1977-05-08; persons affected n/a
hanze-2332,1977-05-03T12:00:00Z,day,62.78,16.75,country,Sweden (SE312),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2332; end 1977-05-17; persons affected 236
hanze-1431,1985-09-06T12:00:00Z,day,62.78,16.75,country,Sweden (SE312;SE313),river flood — Heavy rainfall up to 160 mm in 7 days,0,hanze,HANZE v3.0.1b id 1431; end 1985-09-15; persons affected n/a
hanze-2389,1987-10-01T12:00:00Z,day,62.78,16.75,country,Sweden (SE311),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2389; end 1987-10-31; persons affected n/a
hanze-2390,1995-05-18T12:00:00Z,day,62.78,16.75,country,Sweden (SE311),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2390; end 1995-06-09; persons affected n/a
hanze-1432,1997-07-27T12:00:00Z,day,62.78,16.75,country,Sweden (SE332),flash flood — Extreme rainfall up to 198 mm in 24 h,0,hanze,HANZE v3.0.1b id 1432; end 1997-07-29; persons affected n/a
hanze-2868,2000-12-01T12:00:00Z,day,62.78,16.75,country,Sweden (SE232;SE311),river flood — Heavy rainfall up to 452 mm in 2 months,0,hanze,HANZE v3.0.1b id 2868; end 2001-02-01; persons affected n/a
hanze-2869,2002-02-01T12:00:00Z,day,62.78,16.75,country,Sweden (SE224),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2869; end 2002-02-13; persons affected 200
hanze-2870,2003-07-02T12:00:00Z,day,62.78,16.75,country,Sweden (SE211;SE213),river flood — Heavy rainfall up to 172 mm in 6 days,0,hanze,HANZE v3.0.1b id 2870; end 2003-07-06; persons affected 240
hanze-1433,2004-07-10T12:00:00Z,day,62.78,16.75,country,Sweden (SE211;SE212;SE213;SE332),river flood — Heavy rainfall up to 160 mm in 10 days,0,hanze,HANZE v3.0.1b id 1433; end 2004-07-23; persons affected n/a
hanze-1434,2014-08-18T12:00:00Z,day,62.78,16.75,country,Sweden (SE224;SE231;SE232;SE311),river flood — Heavy rainfall up to 134 mm in 24 h,0,hanze,HANZE v3.0.1b id 1434; end 2014-08-31; persons affected n/a
hanze-2333,2015-09-05T12:00:00Z,day,62.78,16.75,country,Sweden (SE110;SE124),flash flood — Extreme rainfall up to 97 mm in 24 h,0,hanze,HANZE v3.0.1b id 2333; end 2015-09-06; persons affected 400
hanze-3153,2021-08-17T12:00:00Z,day,62.78,16.75,country,Sweden (SE312;SE313),flash flood — Extreme rainfall up to 162 mm in 24 h (over 100 mm in 2 h),0,hanze,HANZE v3.0.1b id 3153; end 2021-08-18; persons affected 13500
hanze-1435,1871-06-18T12:00:00Z,day,46.8,8.23,country,Switzerland (CH055;CH056),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 1435; end 1871-06-19; persons affected n/a
hanze-1436,1876-06-10T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH031;CH032;CH033;CH040;CH053;CH054;CH055;CH057;),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 1436; end 1876-06-15; persons affected n/a
hanze-1437,1878-06-03T12:00:00Z,day,46.8,8.23,country,Switzerland (CH040),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 1437; end 1878-06-04; persons affected n/a
hanze-1438,1880-08-26T12:00:00Z,day,46.8,8.23,country,Switzerland (CH066),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 1438; end 1880-08-26; persons affected n/a
hanze-1439,1910-06-14T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH033;CH040;CH051;CH052;CH053;CH054;CH055;CH056;),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 1439; end 1910-06-15; persons affected n/a
hanze-2409,1913-10-08T12:00:00Z,day,46.8,8.23,country,Switzerland (CH070),flash flood — Extreme rainfall up to 212 mm in 24 h,2,hanze,HANZE v3.0.1b id 2409; end 1913-10-09; persons affected n/a
hanze-2410,1917-08-19T12:00:00Z,day,46.8,8.23,country,Switzerland (CH061),flash flood — Extreme rainfall up above 70 mm in 1 h,2,hanze,HANZE v3.0.1b id 2410; end 1917-08-19; persons affected n/a
hanze-1440,1920-09-19T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 1440; end 1920-09-24; persons affected n/a
hanze-1441,1924-09-24T12:00:00Z,day,46.8,8.23,country,Switzerland (CH070),flash flood — Extreme rainfall,11,hanze,HANZE v3.0.1b id 1441; end 1924-09-24; persons affected 612
hanze-1442,1927-08-02T12:00:00Z,day,46.8,8.23,country,Switzerland (CH011;CH021;CH022;CH053;CH061;CH066),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1442; end 1927-08-02; persons affected n/a
hanze-1443,1927-09-24T12:00:00Z,day,46.8,8.23,country,Switzerland (CH055;CH056;CH070),flash flood — Extreme rainfall,12,hanze,HANZE v3.0.1b id 1443; end 1927-09-25; persons affected n/a
hanze-2411,1934-09-09T12:00:00Z,day,46.8,8.23,country,Switzerland (CH063;CH066),flash flood — Extreme rainfall up to 120 mm in 45 min,0,hanze,HANZE v3.0.1b id 2411; end 1934-09-09; persons affected n/a
hanze-1444,1939-08-25T12:00:00Z,day,46.8,8.23,country,Switzerland (CH040),flash flood — Extreme rainfall up to 100 mm in 1 h,2,hanze,HANZE v3.0.1b id 1444; end 1939-08-25; persons affected n/a
hanze-1445,1951-08-08T12:00:00Z,day,46.8,8.23,country,Switzerland (CH056;CH070),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 1445; end 1951-08-09; persons affected n/a
hanze-1446,1954-08-21T12:00:00Z,day,46.8,8.23,country,Switzerland (CH056),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1446; end 1954-08-22; persons affected n/a
hanze-1447,1968-09-21T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH021;CH022;CH057),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1447; end 1968-09-21; persons affected n/a
hanze-1448,1972-11-22T12:00:00Z,day,46.8,8.23,country,Switzerland (CH061;CH063;CH064;CH065;CH066),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1448; end 1972-11-23; persons affected n/a
hanze-1449,1973-06-22T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH025;CH032;CH061;CH066),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1449; end 1973-06-24; persons affected n/a
hanze-1450,1975-06-23T12:00:00Z,day,46.8,8.23,country,Switzerland (CH023;CH032;CH033;CH040;CH052),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 1450; end 1975-06-23; persons affected n/a
hanze-1451,1977-07-31T12:00:00Z,day,46.8,8.23,country,Switzerland (CH055;CH057;CH062;CH063),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 1451; end 1977-08-01; persons affected n/a
hanze-1452,1978-08-07T12:00:00Z,day,46.8,8.23,country,Switzerland (CH040;CH055;CH057;CH070),flash flood — Extreme rainfall,9,hanze,HANZE v3.0.1b id 1452; end 1978-08-08; persons affected n/a
hanze-1453,1979-06-01T12:00:00Z,day,46.8,8.23,country,Switzerland (CH061;CH065),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1453; end 1979-06-02; persons affected n/a
hanze-6017,1981-07-10T12:00:00Z,day,46.8,8.23,country,Switzerland (CH033),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 6017; end 1981-07-12; persons affected n/a
hanze-1454,1984-07-24T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH031;CH040;CH052;CH053;CH054;CH055;CH061;CH065),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1454; end 1984-07-25; persons affected n/a
hanze-1455,1985-07-04T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH022),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 1455; end 1985-07-05; persons affected n/a
hanze-1456,1986-06-16T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH033;CH040;CH061;CH066),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 1456; end 1986-06-23; persons affected n/a
hanze-6019,1986-05-23T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 6019; end 1986-05-24; persons affected n/a
hanze-1457,1987-07-01T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH052;CH056;CH063),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 1457; end 1987-07-08; persons affected n/a
hanze-1458,1987-07-14T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH021;CH056;CH070),river flood — Heavy rainfall,4,hanze,HANZE v3.0.1b id 1458; end 1987-07-19; persons affected n/a
hanze-1459,1987-08-24T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH062;CH070),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 1459; end 1987-08-25; persons affected n/a
hanze-1460,1988-06-11T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH025;CH061),flash flood — Extreme rainfall (3 series),1,hanze,HANZE v3.0.1b id 1460; end 1988-06-16; persons affected n/a
hanze-1461,1990-07-29T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),flash flood — Extreme rainfall up to 500 mm in 4 h,0,hanze,HANZE v3.0.1b id 1461; end 1990-07-29; persons affected n/a
hanze-1462,1993-09-23T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH070),river flood — Heavy rainfall; more than 100 mm/day,2,hanze,HANZE v3.0.1b id 1462; end 1993-10-14; persons affected n/a
hanze-6029,1993-07-16T12:00:00Z,day,46.8,8.23,country,Switzerland (CH033),flash flood — Extreme rainfall up to 50 mm in 1 h,1,hanze,HANZE v3.0.1b id 6029; end 1993-07-17; persons affected n/a
hanze-2334,1994-05-18T12:00:00Z,day,46.8,8.23,country,Switzerland (CH033;CH040;CH057),flash flood — Extreme rainfall up to 100 mm in 12 h,0,hanze,HANZE v3.0.1b id 2334; end 1994-05-19; persons affected n/a
hanze-6026,1995-07-14T12:00:00Z,day,46.8,8.23,country,Switzerland (CH056),flash flood — Extreme rainfall up to 50 mm in 1 h,0,hanze,HANZE v3.0.1b id 6026; end 1995-07-15; persons affected 800
hanze-1463,1997-08-15T12:00:00Z,day,46.8,8.23,country,Switzerland (CH064),flash flood — Extreme rainfall up to 150 mm in 2 h,0,hanze,HANZE v3.0.1b id 1463; end 1997-08-16; persons affected n/a
hanze-6027,1997-07-10T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH032),river flood — Heavy rainfall (3 waves),0,hanze,HANZE v3.0.1b id 6027; end 1997-07-25; persons affected n/a
hanze-6028,1997-08-05T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH061),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 6028; end 1997-08-06; persons affected 600
hanze-1464,1999-05-12T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH031;CH032;CH033;CH040;CH055;CH057),river flood — Snowmelt and rainfall,2,hanze,HANZE v3.0.1b id 1464; end 1999-05-29; persons affected n/a
hanze-6030,1999-02-20T12:00:00Z,day,46.8,8.23,country,Switzerland (CH031;CH032;CH033),river flood — Snowmelt,0,hanze,HANZE v3.0.1b id 6030; end 1999-02-22; persons affected n/a
hanze-6031,1999-09-26T12:00:00Z,day,46.8,8.23,country,Switzerland (CH056),river flood — Heavy rainfall up to 400 mm in 2 days,1,hanze,HANZE v3.0.1b id 6031; end 1999-09-27; persons affected n/a
hanze-1465,2000-10-13T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH070),river flood — Heavy rainfall,3,hanze,HANZE v3.0.1b id 1465; end 2000-10-16; persons affected 6605
hanze-2879,2000-08-06T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH055;CH056),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2879; end 2000-08-06; persons affected n/a
hanze-2880,2001-03-12T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2880; end 2001-03-12; persons affected 1000
hanze-2881,2001-06-27T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH032),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2881; end 2001-06-28; persons affected n/a
hanze-2882,2001-07-15T12:00:00Z,day,46.8,8.23,country,Switzerland (CH070),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2882; end 2001-07-15; persons affected n/a
hanze-2883,2002-07-13T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH061),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2883; end 2002-07-17; persons affected 180
hanze-1466,2005-08-19T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH023;CH033;CH040;CH051;CH055;CH056;CH061;CH062;CH063;),river flood — Heavy rainfall up to 220 mm in 48 h,6,hanze,HANZE v3.0.1b id 1466; end 2005-08-26; persons affected 4400
hanze-1467,2006-07-05T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH021),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 1467; end 2006-07-27; persons affected 500
hanze-2884,2006-04-09T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH022;CH025;CH032;CH052),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2884; end 2006-04-10; persons affected n/a
hanze-2885,2006-09-17T12:00:00Z,day,46.8,8.23,country,Switzerland (CH023;CH032;CH055),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2885; end 2006-09-18; persons affected n/a
hanze-1468,2007-06-04T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH040;CH052;CH055;CH061;CH063),river flood — Heavy rainfall (several waves),3,hanze,HANZE v3.0.1b id 1468; end 2007-06-21; persons affected n/a
hanze-1469,2007-08-07T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH021;CH022;CH023;CH024;CH032;CH033;CH056;CH061),river flood — Heavy rainfall (several waves),1,hanze,HANZE v3.0.1b id 1469; end 2007-08-22; persons affected n/a
hanze-2886,2007-08-29T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2886; end 2007-08-30; persons affected n/a
hanze-2887,2009-08-08T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH055;CH061),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2887; end 2009-08-08; persons affected n/a
hanze-2888,2010-06-06T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2888; end 2010-06-06; persons affected n/a
hanze-2889,2011-07-10T12:00:00Z,day,46.8,8.23,country,Switzerland (CH053),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2889; end 2011-07-10; persons affected n/a
hanze-2890,2011-10-08T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH021;CH051),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2890; end 2011-10-10; persons affected n/a
hanze-2891,2013-05-02T12:00:00Z,day,46.8,8.23,country,Switzerland (CH033;CH040;CH052),flash flood — Extreme rainfall up to 33 mm in 10 min,1,hanze,HANZE v3.0.1b id 2891; end 2013-05-02; persons affected 2260
hanze-2892,2013-05-31T12:00:00Z,day,46.8,8.23,country,Switzerland (CH040;CH053;CH054;CH055;CH063),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2892; end 2013-06-02; persons affected n/a
hanze-6004,2014-07-04T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021;CH055;CH061),river flood — Heavy rainfall (several waves),1,hanze,HANZE v3.0.1b id 6004; end 2014-07-28; persons affected n/a
hanze-6006,2015-06-07T12:00:00Z,day,46.8,8.23,country,Switzerland (CH061),flash flood — Extreme rainfall above 50 mm in 1 h,2,hanze,HANZE v3.0.1b id 6006; end 2015-06-07; persons affected n/a
hanze-2893,2016-06-04T12:00:00Z,day,46.8,8.23,country,Switzerland (CH022;CH032;CH033;CH052;CH055;CH061;CH064),river flood — Heavy rainfall (several waves),0,hanze,HANZE v3.0.1b id 2893; end 2016-06-30; persons affected n/a
hanze-6007,2019-06-21T12:00:00Z,day,46.8,8.23,country,Switzerland (CH024),flash flood — Extreme rainfall up to 100 mm in 3 h,1,hanze,HANZE v3.0.1b id 6007; end 2019-06-21; persons affected n/a
hanze-3021,2021-06-22T12:00:00Z,day,46.8,8.23,country,Switzerland (CH024),flash flood — Extreme rainfall up to 56 mm in 1 h,0,hanze,HANZE v3.0.1b id 3021; end 2021-06-22; persons affected n/a
hanze-3022,2021-07-12T12:00:00Z,day,46.8,8.23,country,Switzerland (CH011;CH021;CH022;CH023;CH024;CH033),river flood — Heavy rainfall up to 211 mm in 3 days,0,hanze,HANZE v3.0.1b id 3022; end 2021-07-20; persons affected n/a
hanze-3023,2024-06-21T12:00:00Z,day,46.8,8.23,country,Switzerland (CH056),flash flood — Extreme rainfall up to 80 mm in 2 h,3,hanze,HANZE v3.0.1b id 3023; end 2024-06-22; persons affected 520
hanze-3024,2024-06-29T12:00:00Z,day,46.8,8.23,country,Switzerland (CH012;CH070),flash flood — Extreme rainfall up to 200 mm in 24 h,5,hanze,HANZE v3.0.1b id 3024; end 2024-06-30; persons affected 440
hanze-3025,2024-08-12T12:00:00Z,day,46.8,8.23,country,Switzerland (CH021),flash flood — Extreme rainfall up to 42 mm in 1 h,0,hanze,HANZE v3.0.1b id 3025; end 2024-08-12; persons affected 70
hanze-1470,1875-07-01T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKF22),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 1470; end 1875-07-01; persons affected n/a
hanze-1471,1875-08-10T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKL41;UKL42),river flood — Heavy rainfall up to 113 mm in 4 days,2,hanze,HANZE v3.0.1b id 1471; end 1875-08-10; persons affected 300
hanze-1472,1875-10-22T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKF13;UKF14;UKF15;UKF16;UKG24),river flood — Heavy rainfall,13,hanze,HANZE v3.0.1b id 1472; end 1875-10-24; persons affected n/a
hanze-1473,1883-07-25T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKE33),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 1473; end 1883-07-25; persons affected n/a
hanze-1474,1890-08-12T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKC41;UKC42;UKC43;UKC44),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1474; end 1890-08-12; persons affected n/a
hanze-1475,1892-10-15T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKE22),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1475; end 1892-10-15; persons affected n/a
hanze-1476,1894-11-12T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKK30;UKK52;UKK62;UKK64;UKK72),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 1476; end 1894-11-14; persons affected n/a
hanze-1477,1903-01-28T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKD45),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1477; end 1903-01-28; persons affected n/a
hanze-1478,1903-02-09T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKM32),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1478; end 1903-02-09; persons affected n/a
hanze-1479,1905-06-25T12:00:00Z,day,54.16,-2.87,country,United Kingdom (UKM20),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 1479; end 1905-06-25; persons affected n/a
