id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
hanze-2000,1946-10-11T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL013;AL015;AL021;AL022;AL031;AL033;AL034;AL035),river flood — Heavy rainfall,15,hanze,HANZE v3.0.1b id 2000; end 1946-11-15; persons affected n/a
hanze-2001,1953-12-12T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 2001; end 1953-12-12; persons affected n/a
hanze-2002,1960-11-07T12:00:00Z,day,41.15,20.17,country,Albania (AL022;AL032;AL035),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 2002; end 1960-11-07; persons affected n/a
hanze-2003,1962-11-15T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL013;AL014;AL015;AL021;AL022;AL031;AL032;AL033;),river flood — Heavy rainfall,9,hanze,HANZE v3.0.1b id 2003; end 1962-11-16; persons affected n/a
hanze-2532,1968-12-17T12:00:00Z,day,41.15,20.17,country,Albania (AL015),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2532; end 1968-12-17; persons affected n/a
hanze-2004,1970-12-01T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL015;AL021;AL022;AL031;AL032;AL034;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2004; end 1971-01-01; persons affected n/a
hanze-2005,1972-09-16T12:00:00Z,day,41.15,20.17,country,Albania (AL013),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2005; end 1972-09-16; persons affected n/a
hanze-2006,1973-11-07T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2006; end 1973-11-08; persons affected n/a
hanze-2007,1976-06-08T12:00:00Z,day,41.15,20.17,country,Albania (AL021),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 2007; end 1976-06-08; persons affected n/a
hanze-2008,1976-06-30T12:00:00Z,day,41.15,20.17,country,Albania (AL031),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2008; end 1976-06-30; persons affected n/a
hanze-2009,1976-10-31T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL013;AL014;AL022;AL035),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2009; end 1976-10-31; persons affected 2040
hanze-2010,1976-12-04T12:00:00Z,day,41.15,20.17,country,Albania (AL013;AL015;AL033;AL035),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2010; end 1976-12-05; persons affected n/a
hanze-2584,1978-03-21T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL022),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2584; end 1978-03-22; persons affected n/a
hanze-2585,1978-05-02T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL021;AL022),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2585; end 1978-05-02; persons affected n/a
hanze-2011,1979-07-02T12:00:00Z,day,41.15,20.17,country,Albania (AL034),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 2011; end 1979-07-02; persons affected n/a
hanze-2012,1979-11-17T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL022;AL032;AL033;AL035),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2012; end 1979-11-20; persons affected 1300
hanze-2586,1979-01-25T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL021;AL022),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2586; end 1979-02-04; persons affected n/a
hanze-2647,1980-05-20T12:00:00Z,day,41.15,20.17,country,Albania (AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2647; end 1980-05-20; persons affected n/a
hanze-2013,1981-10-24T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL021;AL022;AL031;AL032;AL033;AL035),river flood — Heavy rainfall,9,hanze,HANZE v3.0.1b id 2013; end 1981-10-24; persons affected 11000
hanze-2014,1985-11-19T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL022),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2014; end 1985-11-22; persons affected 900
hanze-2648,1985-01-06T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2648; end 1985-01-14; persons affected 760
hanze-2015,1992-11-17T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL013;AL014;AL015),river flood — Heavy rainfall (3 days),11,hanze,HANZE v3.0.1b id 2015; end 1992-11-19; persons affected 28000
hanze-2016,1994-07-07T12:00:00Z,day,41.15,20.17,country,Albania (AL013),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 2016; end 1994-07-07; persons affected n/a
hanze-2699,1994-10-05T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2699; end 1994-10-05; persons affected 260
hanze-2017,1995-08-02T12:00:00Z,day,41.15,20.17,country,Albania (AL031),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2017; end 1995-08-02; persons affected n/a
hanze-2018,1995-08-26T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 2018; end 1995-08-26; persons affected n/a
hanze-2019,1995-09-20T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL013;AL014;AL015;AL021;AL022;AL031),river flood — Heavy rainfall,3,hanze,HANZE v3.0.1b id 2019; end 1995-09-24; persons affected 1500
hanze-2020,1995-12-20T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2020; end 1995-12-28; persons affected 2000
hanze-2021,1996-09-02T12:00:00Z,day,41.15,20.17,country,Albania (AL021),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2021; end 1996-09-02; persons affected 160
hanze-2022,1996-11-19T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015;AL021),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 2022; end 1996-11-26; persons affected n/a
hanze-2700,1996-01-16T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2700; end 1996-01-16; persons affected 2600
hanze-2701,1996-04-04T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2701; end 1996-04-09; persons affected 3300
hanze-2702,1996-09-20T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2702; end 1996-09-20; persons affected 300
hanze-2023,1997-12-20T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2023; end 1997-12-23; persons affected 6000
hanze-2703,1998-02-02T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2703; end 1998-02-06; persons affected n/a
hanze-2024,2000-11-08T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL021;AL032;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2024; end 2000-11-10; persons affected 1320
hanze-2025,2001-05-05T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL021;AL022),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2025; end 2001-05-07; persons affected 660
hanze-2026,2002-09-17T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL014;AL015;AL022;AL031;AL033;AL034;AL035),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2026; end 2002-10-08; persons affected 38800
hanze-2754,2003-10-06T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2754; end 2003-10-06; persons affected 1180
hanze-2027,2004-12-04T12:00:00Z,day,41.15,20.17,country,Albania (AL015),river flood — Heavy rainfall up to 147 mm in 24 h,0,hanze,HANZE v3.0.1b id 2027; end 2004-12-08; persons affected 2000
hanze-2755,2004-01-28T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL014;AL022;AL032;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2755; end 2004-01-31; persons affected 225
hanze-2756,2004-02-26T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL014;AL015),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2756; end 2004-03-06; persons affected 430
hanze-2028,2005-11-30T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL021;AL031;AL032;AL033;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2028; end 2005-12-03; persons affected 4700
hanze-2757,2005-12-28T12:00:00Z,day,41.15,20.17,country,Albania (AL022;AL031;AL033;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2757; end 2005-12-30; persons affected 750
hanze-2029,2009-11-06T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL021),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 2029; end 2009-11-11; persons affected n/a
hanze-2030,2009-12-20T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015;AL035),compound river/coastal flood — Heavy rainfall and storm surge,0,hanze,HANZE v3.0.1b id 2030; end 2010-01-08; persons affected 12000
hanze-2031,2010-11-22T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL022;AL032),river flood — Heavy rainfall (1 week),0,hanze,HANZE v3.0.1b id 2031; end 2010-12-05; persons affected 24700
hanze-2758,2010-02-24T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL015;AL034),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2758; end 2010-02-25; persons affected 660
hanze-2759,2010-11-09T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL015;AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2759; end 2010-11-11; persons affected 1220
hanze-3000,2010-04-19T12:00:00Z,day,41.15,20.17,country,Albania (AL013;AL014;AL015),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 3000; end 2010-04-20; persons affected 144
hanze-2032,2012-12-18T12:00:00Z,day,41.15,20.17,country,Albania (AL012),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2032; end 2012-12-18; persons affected 270
hanze-2033,2013-03-14T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL032;AL035),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2033; end 2013-04-04; persons affected 2900
hanze-2034,2014-11-18T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015;AL022;AL032),flash flood — Extreme rainfall up to 70 mm in 24 h,3,hanze,HANZE v3.0.1b id 2034; end 2014-11-19; persons affected 11000
hanze-2035,2015-01-31T12:00:00Z,day,41.15,20.17,country,Albania (AL021;AL031;AL032;AL033;AL034;AL035),river flood — Heavy rainfall and snowfall,1,hanze,HANZE v3.0.1b id 2035; end 2015-02-23; persons affected 8000
hanze-2036,2015-10-11T12:00:00Z,day,41.15,20.17,country,Albania (AL022;AL032;AL034;AL035),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2036; end 2015-10-12; persons affected 490
hanze-2037,2015-11-21T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL013;AL015;AL022;AL033),river flood — Heavy rainfall up to 90 mm in 24 h,1,hanze,HANZE v3.0.1b id 2037; end 2015-11-27; persons affected 300
hanze-2038,2016-01-06T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL014;AL022;AL032),flash flood — Extreme rainfall up to 198 mm in 24 h,0,hanze,HANZE v3.0.1b id 2038; end 2016-01-07; persons affected 2000
hanze-2039,2016-10-10T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall up to 53 mm in 24 h,1,hanze,HANZE v3.0.1b id 2039; end 2016-10-11; persons affected n/a
hanze-2040,2016-11-07T12:00:00Z,day,41.15,20.17,country,Albania (AL011;AL012;AL014;AL021;AL022;AL031;AL033),river flood — Heavy rainfall up to 108 mm in 24 h,2,hanze,HANZE v3.0.1b id 2040; end 2016-11-10; persons affected 4800
hanze-2041,2017-11-30T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL022;AL032;AL033;AL035),river flood — Heavy rainfall up to 250 mm in 7 days,1,hanze,HANZE v3.0.1b id 2041; end 2017-12-04; persons affected 13360
hanze-2042,2018-03-07T12:00:00Z,day,41.15,20.17,country,Albania (AL015),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2042; end 2018-03-14; persons affected 1340
hanze-2043,2019-09-23T12:00:00Z,day,41.15,20.17,country,Albania (AL014),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2043; end 2019-09-23; persons affected 248
hanze-3002,2021-01-08T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015;AL022;AL032),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 3002; end 2021-02-15; persons affected 296
hanze-3003,2022-09-17T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL015),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 3003; end 2022-09-20; persons affected 2820
hanze-3004,2023-01-17T12:00:00Z,day,41.15,20.17,country,Albania (AL014;AL015),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 3004; end 2023-01-22; persons affected n/a
hanze-3171,2025-11-18T12:00:00Z,day,41.15,20.17,country,Albania (AL012;AL014;AL031;AL034;AL035),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 3171; end 2025-11-22; persons affected 800
hanze-1,1982-11-06T12:00:00Z,day,42.55,1.6,country,Andorra (AD000),flash flood — Extreme rainfall up to over 200 mm in 24 h,13,hanze,HANZE v3.0.1b id 1; end 1982-11-08; persons affected n/a
hanze-2044,1882-09-16T12:00:00Z,day,47.6,14.14,country,Austria (AT212;AT333;ITH10;ITH20),river flood — Heavy rainfall and snowmelt,,hanze,HANZE v3.0.1b id 2044; end 1882-10-29; persons affected n/a
hanze-2,1897-07-31T12:00:00Z,day,47.6,14.14,country,Austria (AT126;AT130;AT315),river flood — Heavy rainfall,,hanze,HANZE v3.0.1b id 2; end 1897-08-04; persons affected 200000
hanze-2045,1898-06-01T12:00:00Z,day,47.6,14.14,country,Austria (AT130),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2045; end 1898-06-01; persons affected n/a
hanze-3,1899-09-12T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT123;AT126;AT130;AT315;AT323),river flood — Heavy rainfall up to 329 mm in 48 h,,hanze,HANZE v3.0.1b id 3; end 1899-09-17; persons affected 200000
hanze-4,1907-07-17T12:00:00Z,day,47.6,14.14,country,Austria (AT130),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 4; end 1907-07-17; persons affected 264
hanze-2046,1910-06-14T12:00:00Z,day,47.6,14.14,country,Austria (AT341),river flood — Heavy rainfall up to 220 mm in 48 h and snowmelt,0,hanze,HANZE v3.0.1b id 2046; end 1910-06-15; persons affected 460
hanze-2047,1954-07-09T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT123;AT126;AT130;AT312;AT313),river flood — Heavy rainfall up to 432 mm in 5 days,1,hanze,HANZE v3.0.1b id 2047; end 1954-07-21; persons affected 18800
hanze-5,1958-08-12T12:00:00Z,day,47.6,14.14,country,Austria (AT223),flash flood — Extreme rainfall up to 500 mm in 8 h,11,hanze,HANZE v3.0.1b id 5; end 1958-08-13; persons affected n/a
hanze-6,1965-09-01T12:00:00Z,day,47.6,14.14,country,Austria (AT211;AT212;AT333),river flood — Heavy rainfall up to 181 mm in 48 h and snowmelt,2,hanze,HANZE v3.0.1b id 6; end 1965-09-04; persons affected n/a
hanze-7,1966-08-18T12:00:00Z,day,47.6,14.14,country,Austria (AT211;AT212;AT333),river flood — Heavy rainfall up to 200 mm in 24 h,6,hanze,HANZE v3.0.1b id 7; end 1966-08-23; persons affected n/a
hanze-2048,1966-11-03T12:00:00Z,day,47.6,14.14,country,Austria (AT211;AT212;AT213;AT333),river flood — Heavy rainfall up to 258 mm in 24 h and snowmelt,14,hanze,HANZE v3.0.1b id 2048; end 1966-11-05; persons affected n/a
hanze-6009,1975-06-30T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT123;AT126;AT312;AT313;AT221),river flood — Heavy rainfall,4,hanze,HANZE v3.0.1b id 6009; end 1975-07-05; persons affected n/a
hanze-2916,1977-07-30T12:00:00Z,day,47.6,14.14,country,Austria (AT322;AT323;AT335),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2916; end 1977-08-01; persons affected n/a
hanze-2927,1982-05-18T12:00:00Z,day,47.6,14.14,country,Austria (AT342),river flood — Snowmelt,1,hanze,HANZE v3.0.1b id 2927; end 1982-05-18; persons affected n/a
hanze-2928,1983-09-11T12:00:00Z,day,47.6,14.14,country,Austria (AT211;AT212),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 2928; end 1983-09-11; persons affected n/a
hanze-2934,1983-07-04T12:00:00Z,day,47.6,14.14,country,Austria (AT332),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2934; end 1983-07-04; persons affected 200
hanze-8,1985-08-05T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT311;AT322;AT332;AT335),river flood — Heavy rainfall up to 80 mm in 24 h and snowmelt,12,hanze,HANZE v3.0.1b id 8; end 1985-08-08; persons affected n/a
hanze-9,1987-08-24T12:00:00Z,day,47.6,14.14,country,Austria (AT334),river flood — Heavy rainfall up to 100 mm in 72 h and snowmelt,13,hanze,HANZE v3.0.1b id 9; end 1987-08-28; persons affected n/a
hanze-10,1991-08-02T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT126;AT311;AT312;AT323),river flood — Heavy rainfall,6,hanze,HANZE v3.0.1b id 10; end 1991-08-06; persons affected n/a
hanze-11,1994-07-18T12:00:00Z,day,47.6,14.14,country,Austria (AT126),flash flood — Extreme rainfall up to 45 mm in 3 h,1,hanze,HANZE v3.0.1b id 11; end 1994-07-22; persons affected n/a
hanze-12,1995-06-27T12:00:00Z,day,47.6,14.14,country,Austria (AT323),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 12; end 1995-06-27; persons affected n/a
hanze-13,1996-06-09T12:00:00Z,day,47.6,14.14,country,Austria (AT311),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 13; end 1996-06-11; persons affected n/a
hanze-14,1997-07-04T12:00:00Z,day,47.6,14.14,country,Austria (AT122;AT123;AT127;AT311;AT314;AT315),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 14; end 1997-07-08; persons affected n/a
hanze-15,1997-07-18T12:00:00Z,day,47.6,14.14,country,Austria (AT311),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 15; end 1997-07-22; persons affected n/a
hanze-16,1999-05-22T12:00:00Z,day,47.6,14.14,country,Austria (AT331;AT342),river flood — Snowmelt and rainfall,3,hanze,HANZE v3.0.1b id 16; end 1999-05-29; persons affected n/a
hanze-17,2002-03-21T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT311;AT312;AT313),river flood — Heavy rainfall up to 104 mm in 24 h,1,hanze,HANZE v3.0.1b id 17; end 2002-04-05; persons affected n/a
hanze-18,2002-08-12T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT124;AT312;AT313;AT314;AT323),river flood — Heavy rainfall (2 waves); daily precipitation up to 160 mm,9,hanze,HANZE v3.0.1b id 18; end 2002-08-20; persons affected 60000
hanze-19,2005-07-10T12:00:00Z,day,47.6,14.14,country,Austria (AT322;AT323),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 19; end 2005-07-13; persons affected 900
hanze-20,2005-08-21T12:00:00Z,day,47.6,14.14,country,Austria (AT225;AT322;AT323;AT331;AT332;AT334;AT335;AT341;AT342),river flood — Heavy rainfall up to 286 mm in 2 days,4,hanze,HANZE v3.0.1b id 20; end 2005-08-26; persons affected n/a
hanze-21,2006-03-28T12:00:00Z,day,47.6,14.14,country,Austria (AT124;AT125;AT126),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 21; end 2006-03-28; persons affected 1840
hanze-6005,2007-09-05T12:00:00Z,day,47.6,14.14,country,Austria (AT121),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 6005; end 2007-09-07; persons affected 480
hanze-6008,2008-07-20T12:00:00Z,day,47.6,14.14,country,Austria (AT223),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 6008; end 2008-07-21; persons affected 750
hanze-22,2009-06-22T12:00:00Z,day,47.6,14.14,country,Austria (AT113;AT121;AT127;AT224),river flood — Heavy rainfall up to 207 mm in 2 days,1,hanze,HANZE v3.0.1b id 22; end 2009-06-29; persons affected n/a
hanze-2909,2012-11-05T12:00:00Z,day,47.6,14.14,country,Austria (AT213),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2909; end 2012-11-05; persons affected 194
hanze-24,2013-06-02T12:00:00Z,day,47.6,14.14,country,Austria (AT222;AT312;AT313;AT314;AT322;AT323;AT332;AT335;AT342),river flood — Heavy rainfall up to 270 mm in 6 days,4,hanze,HANZE v3.0.1b id 24; end 2013-06-03; persons affected n/a
hanze-2894,2016-05-31T12:00:00Z,day,47.6,14.14,country,Austria (AT311),flash flood — Extreme rainfall up to 140 mm in 24 h,0,hanze,HANZE v3.0.1b id 2894; end 2016-06-01; persons affected n/a
hanze-6032,2017-08-05T12:00:00Z,day,47.6,14.14,country,Austria (AT321;AT322),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 6032; end 2017-08-06; persons affected n/a
hanze-2895,2018-05-13T12:00:00Z,day,47.6,14.14,country,Austria (AT224;AT225),river flood — Heavy rainfall up to 100 mm,0,hanze,HANZE v3.0.1b id 2895; end 2018-05-14; persons affected n/a
hanze-2910,2018-10-28T12:00:00Z,day,47.6,14.14,country,Austria (AT212;AT321),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2910; end 2018-10-30; persons affected 320
hanze-3005,2021-07-17T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT124;AT322;AT323),river flood — Heavy rainfall up to 150 mm in 36 h,0,hanze,HANZE v3.0.1b id 3005; end 2021-07-19; persons affected n/a
hanze-3006,2022-06-28T12:00:00Z,day,47.6,14.14,country,Austria (AT211),flash flood — Extreme rainfall up to 117 mm in 4 h,1,hanze,HANZE v3.0.1b id 3006; end 2022-06-29; persons affected n/a
hanze-3007,2022-08-19T12:00:00Z,day,47.6,14.14,country,Austria (AT342),flash flood — Extreme rainfall up to 212 mm in 24 h; Genoa low,0,hanze,HANZE v3.0.1b id 3007; end 2022-08-20; persons affected 240
hanze-3008,2023-08-03T12:00:00Z,day,47.6,14.14,country,Austria (AT211;AT213;AT225),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 3008; end 2023-08-06; persons affected 2100
hanze-3009,2024-09-12T12:00:00Z,day,47.6,14.14,country,Austria (AT121;AT122;AT123;AT126;AT223),river flood — Heavy rainfall,5,hanze,HANZE v3.0.1b id 3009; end 2024-09-17; persons affected 8000
hanze-25,1906-03-12T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE212;BE232),coastal flood — Storm surge due to northerly winds; force 8-9,3,hanze,HANZE v3.0.1b id 25; end 1906-03-12; persons affected 4000
hanze-26,1906-05-14T12:00:00Z,day,50.64,4.65,country,Belgium (BE242),flash flood — Extreme rainfall up to 200 mm in 5 h,6,hanze,HANZE v3.0.1b id 26; end 1906-05-14; persons affected n/a
hanze-27,1926-01-01T12:00:00Z,day,50.64,4.65,country,Belgium (BE223;BE332),river flood — Heavy rainfall throughout December 1925 (up to 328 mm); snowmelt,0,hanze,HANZE v3.0.1b id 27; end 1926-01-10; persons affected 140000
hanze-28,1928-11-25T12:00:00Z,day,50.64,4.65,country,Belgium (BE212;BE232),compound river/coastal flood — Heavy rainfall and storm surge,0,hanze,HANZE v3.0.1b id 28; end 1928-11-26; persons affected 10000
hanze-29,1952-07-08T12:00:00Z,day,50.64,4.65,country,Belgium (BE335),flash flood — Extreme rainfall up to 76 mm in 24 h,6,hanze,HANZE v3.0.1b id 29; end 1952-07-08; persons affected n/a
hanze-30,1953-01-31T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE212;BE232;BE236;BE251;BE255),coastal flood — Storm surge up to 7.85 m,18,hanze,HANZE v3.0.1b id 30; end 1953-02-01; persons affected n/a
hanze-31,1956-05-29T12:00:00Z,day,50.64,4.65,country,Belgium (BE335),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 31; end 1956-05-29; persons affected n/a
hanze-32,1971-08-26T12:00:00Z,day,50.64,4.65,country,Belgium (BE332),flash flood — Extreme rainfall up to 74 mm in 24 h,0,hanze,HANZE v3.0.1b id 32; end 1971-08-26; persons affected 600
hanze-33,1976-01-03T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE212),compound river/coastal flood — Storm surge up to 7.31 m and heavy rainfall,0,hanze,HANZE v3.0.1b id 33; end 1976-01-03; persons affected 3600
hanze-2903,1985-01-26T12:00:00Z,day,50.64,4.65,country,Belgium (BE254),river flood — Snowmelt and ice jam,0,hanze,HANZE v3.0.1b id 2903; end 1985-01-26; persons affected 1208
hanze-34,1987-08-24T12:00:00Z,day,50.64,4.65,country,Belgium (BE32B),flash flood — Extreme rainfall up to 114 mm in 24 h,3,hanze,HANZE v3.0.1b id 34; end 1987-08-24; persons affected n/a
hanze-35,1993-12-20T12:00:00Z,day,50.64,4.65,country,Belgium (BE223;BE231;BE234;BE32D;BE331;BE332;BE343;BE345;BE351;BE352),river flood — Heavy rainfall; up to 437 mm,1,hanze,HANZE v3.0.1b id 35; end 1994-01-01; persons affected 2500
hanze-2765,1993-01-11T12:00:00Z,day,50.64,4.65,country,Belgium (BE345),river flood — Snowmelt,0,hanze,HANZE v3.0.1b id 2765; end 1993-01-13; persons affected 600
hanze-36,1994-07-31T12:00:00Z,day,50.64,4.65,country,Belgium (BE310;BE352),flash flood — Extreme rainfall up to 86 mm in 24 h,0,hanze,HANZE v3.0.1b id 36; end 1994-07-31; persons affected 150
hanze-37,1995-01-22T12:00:00Z,day,50.64,4.65,country,Belgium (BE225;BE331;BE332;BE351;BE352),river flood — Heavy rainfall and snowmelt; up to over 300 mm,5,hanze,HANZE v3.0.1b id 37; end 1995-01-31; persons affected 800
hanze-6020,1996-08-28T12:00:00Z,day,50.64,4.65,country,Belgium (BE235;BE241;BE242),river flood — Heavy rainfall up to 183 mm in 48 h,0,hanze,HANZE v3.0.1b id 6020; end 1996-08-29; persons affected n/a
hanze-38,1998-09-13T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE212;BE213;BE223;BE224;BE242;BE332),flash flood — Extreme rainfall up to 143 mm in 12 h,1,hanze,HANZE v3.0.1b id 38; end 1998-09-14; persons affected 140
hanze-2896,2002-01-27T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE323;BE332),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2896; end 2002-01-27; persons affected 600
hanze-2897,2002-02-11T12:00:00Z,day,50.64,4.65,country,Belgium (BE332;BE351),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2897; end 2002-02-13; persons affected 1200
